id,revenue
3228,188264177.56515545
3229,75187779.10579847
3230,18758094.012576472
3231,11682066.52115583
3232,12951071.353435744
3233,3927640.9612229466
3234,828243.8428529379
3235,6363794.378148763
3236,687691.1525569214
3237,5359838.067729155
3238,2165514.8651313665
3239,136854.55961566832
3240,465680719.97735876
3241,2406254.2080110516
3242,127135.86378376155
3243,2356994.7253084746
3244,534180.1120247819
3245,4326621.706133789
3246,13266193.903588725
3247,5042913.39985574
3248,60423998.70742466
3249,36416554.21120808
3250,287857901.5920788
3251,1969739.387998238
3252,6977245.29173327
3253,43937187.01427727
3254,1455376.1973379282
3255,233353.90422417774
3256,28443570.314796574
3257,8552169.902862424
3258,9861157.90429859
3259,21036195.08502989
3260,1659579.5570647935
3261,479731086.7434705
3262,27814009.44762895
3263,2177693.867605384
3264,37575.70075768106
3265,89193.92605117339
3266,175495.71453049965
3267,12633318.359667968
3268,89071.36844730967
3269,70440456.25740188
3270,56718395.327847965
3271,943487.7078206185
3272,8512653.773257928
3273,2885479.3925597225
3274,292174590.7890244
3275,11376599.70045541
3276,559343.8039413443
3277,2352673.454879974
3278,17496137.483618915
3279,10588725.476720786
3280,212834828.10567957
3281,428337.6611581161
3282,1876411.0396189643
3283,325822062.3306452
3284,29332884.639810633
3285,42426590.75162168
3286,259136.29219956405
3287,1224194.713646323
3288,1898076.5048237082
3289,33871724.971053466
3290,40808694.472366184
3291,5718966.409105114
3292,182043674.26728797
3293,33080946.33428148
3294,2524687.6722619184
3295,2128673.124362677
3296,1978268.9034875752
3297,2947111.6923229396
3298,51991818.77375893
3299,1720726.8637604075
3300,21079406.331337668
3301,260198.52861613038
3302,1478522.6810433995
3303,539518.4817473316
3304,5992551.539397531
3305,46567223.80670851
3306,405841.58070194215
3307,34211652.57712572
3308,7517250.675502863
3309,2207388.9193212953
3310,1634969.3237826705
3311,8642229.901640106
3312,2407802.200481985
3313,48606106.54208316
3314,17007431.43316411
3315,34762865.40551505
3316,3746792.660825923
3317,441081.9595207175
3318,134912.10903324676
3319,12122836.294857165
3320,11922100.080246715
3321,5917373.510725587
3322,5154038.74470729
3323,101715376.86600319
3324,2089907.6370357596
3325,66961720.04651393
3326,206646687.14471596
3327,77266660.93971322
3328,41768523.09696304
3329,6815816.79820781
3330,77648775.36980045
3331,300849.72058583546
3332,24356809.47254783
3333,378837248.9147276
3334,1694796.6860490453
3335,18465932.984317247
3336,22775908.722609177
3337,51302.748622904575
3338,10549528.237334715
3339,168486.38447343768
3340,63693034.04774945
3341,3709638.174569307
3342,24688854.43232591
3343,29734982.116051264
3344,348419.59458348266
3345,205803.7199127965
3346,35699551.98219535
3347,90452.30674503415
3348,23702405.359961193
3349,32415885.61003514
3350,414835536.7678781
3351,23916909.898336202
3352,1717447.7313996104
3353,64323413.348425314
3354,2100872.434551378
3355,994213.5059194382
3356,7426868.709556524
3357,258056.64252698817
3358,3795899.2018368533
3359,21777501.584155023
3360,7979901.535797899
3361,104599580.67772745
3362,3119197.871419078
3363,1386452.4896975604
3364,9640862.186791725
3365,191261.72855398682
3366,70691935.78855708
3367,83136942.779306307
3368,953603.240896188
3369,25498671.529039465
3370,58361986.71274204
3371,22035566.11081656
3372,8626425.41231837
3373,37462809.12453145
3374,7113818.77623009
3375,43829365.66780798
3376,20087937.08302605
3377,4799559.458176353
3378,7186757.3948796205
3379,122175151.70657706
3380,42730601.68804799
3381,1246862.0016807083
3382,40191.06952762055
3383,1086455.9816066783
3384,60146196.190274596
3385,71684806.24053076
3386,695872.733079171
3387,5177687.332562619
3388,74815212.68719102
3389,796032195.4827302
3390,772662.5859336149
3391,7298933.496711397
3392,16417336.426763179
3393,2127684.332869466
3394,74922922.26312838
3395,95658663.77881843
3396,1700898.2785037088
3397,98706.2130657133
3398,213696257.130516
3399,30216562.4320728
3400,16653352.881871887
3401,4791699.530145756
3402,303691.22619898274
3403,26825161.663153205
3404,10803622.670830278
3405,16028843.866833942
3406,192845993.88306963
3407,165006654.8169215
3408,17571404.050446067
3409,862526.6725561118
3410,37593023.3964767
3411,59889702.090874106
3412,12733615.064896533
3413,19583420.699522488
3414,782281.5615611218
3415,7539669.025455913
3416,18919158.7810864
3417,45227062.403537616
3418,18189484.95802753
3419,425968462.28706115
3420,1638168.7794495267
3421,4791245.934227534
3422,1426765.9504859662
3423,389526068.151545
3424,2114394.232425137
3425,850689.3696727786
3426,9435667.018319717
3427,9550021.689044556
3428,1785451.4041651182
3429,10635501.411093354
3430,306030176.8780617
3431,4359085.631410959
3432,2291639.957252556
3433,4544614.855470206
3434,6356443.390456098
3435,402435985.4399269
3436,140035665.63465393
3437,652441.0720900806
3438,22826621.4711573
3439,13365639.3636912
3440,48815013.576633506
3441,31287122.678342886
3442,2932365.685201435
3443,417493.6801298897
3444,356763.61934173485
3445,85769632.51714234
3446,466054.9441279891
3447,2013411.0252383603
3448,45055857.93421598
3449,10108602.981147796
3450,64200663.75041277
3451,27682322.392004658
3452,26849815.388995558
3453,36534900.72663547
3454,26231622.12100968
3455,4609501.292874311
3456,53369806.20681959
3457,3381258.3182240343
3458,7267584.149812279
3459,666760831.0509206
3460,4261648.948792626
3461,858491.3477502477
3462,5013628.776386768
3463,11684616.271437783
3464,226698.63139175996
3465,11884421.023966
3466,9106154.113317572
3467,19070708.61321855
3468,45302248.136834785
3469,3313459.047517802
3470,420740.1321540199
3471,28937790.24120338
3472,416625.74487760913
3473,24395730.913437
3474,25021991.56693939
3475,208153886.16769195
3476,3865237.9448496434
3477,24226236.20413721
3478,2097045.2983685546
3479,388037270.1702022
3480,804662.118941183
3481,1763614.0726083368
3482,2507810.6069765585
3483,979296.9392404343
3484,5115384.796599652
3485,67499344.47973002
3486,49964835.56515629
3487,81631137.00735234
3488,96295412.03863148
3489,9159101.241208393
3490,20579769.52404086
3491,11048146.48585638
3492,2761821.9631918306
3493,9896282.25762175
3494,1854288.8914788957
3495,100655936.10337634
3496,4952491.862965389
3497,35611284.53488592
3498,20964258.33286365
3499,5718425.387712997
3500,348037.39217266365
3501,60405124.76908837
3502,33754738.980995946
3503,21183256.16983979
3504,38501715.10482896
3505,1118027.1153876963
3506,72824030.56677149
3507,194297201.93883008
3508,3910581.100802577
3509,6078010.0412066355
3510,16358033.322577726
3511,36019052.05061232
3512,108993191.24485041
3513,5178085.484594513
3514,11584352.780684922
3515,2397297.845896223
3516,6184401.579905653
3517,602933950.64465
3518,22037166.020769157
3519,9071857.907673577
3520,738024.4570560997
3521,125498.81174870794
3522,4168238.398858441
3523,18326608.09835026
3524,51892598.51537062
3525,106126558.73063833
3526,3042557.1247090125
3527,24910594.48219248
3528,3367646.013459822
3529,280406202.99020815
3530,7688216.0769437365
3531,34125230.02013496
3532,27947597.630770106
3533,27185469.592845928
3534,12660196.209743245
3535,114207349.95963316
3536,5054162.345477675
3537,65443860.75430589
3538,12350552.370761113
3539,45323365.99485613
3540,8902178.897981765
3541,27914617.730487514
3542,33451144.93929202
3543,491570.23836460966
3544,74366560.78004108
3545,1095511.2607727852
3546,3847583.705887985
3547,139654081.4319236
3548,304833454.64554757
3549,1308364.0190356884
3550,129167373.65706016
3551,69581297.91610639
3552,43915074.96286015
3553,6683750.847880644
3554,158774199.10682455
3555,173854652.15248525
3556,9993441.868021071
3557,8206275.248129697
3558,153078745.26425725
3559,23135312.205541007
3560,86786.39929602665
3561,71802418.78658359
3562,913233.6208284947
3563,10495094.76818355
3564,320105.8844172745
3565,3425951.0069212737
3566,76441188.88812287
3567,6640942.460138373
3568,2770940.424374332
3569,54141519.462699294
3570,416925.10997714807
3571,38705969.35705841
3572,126958126.24703743
3573,1820257.3492010194
3574,21635424.94435901
3575,5570737.694502863
3576,13162382.103193073
3577,16947763.760325823
3578,28922616.419986073
3579,12440404.788545882
3580,11466123.548524193
3581,5184641.441061041
3582,109797400.697441
3583,122639.29665027687
3584,30558660.763527233
3585,64013732.23897689
3586,9794510.017542494
3587,6284061.015535788
3588,3180518.6955938414
3589,14291266.431386568
3590,7014165.060771255
3591,485206770.5081019
3592,506287.64493322273
3593,42654.49346156902
3594,494035.63497449533
3595,23833327.68762016
3596,16496341.425975068
3597,199133.299709354
3598,44974620.25681036
3599,5512681.529111253
3600,726489.2848359091
3601,374433.9244467339
3602,1102090.937652947
3603,4306819.208241622
3604,4586788.965788054
3605,66887281.29698405
3606,663107.0197291316
3607,25666084.81993988
3608,244168223.16610646
3609,1686643.3994952342
3610,22561514.459428746
3611,803194.6808458457
3612,2987008.808865543
3613,3388215.3586978954
3614,67570076.96947123
3615,32919011.54695794
3616,11357934.87286411
3617,7082653.78602161
3618,95162834.82070765
3619,52819.56720042588
3620,164651953.24540687
3621,135605807.29749393
3622,191966727.72147813
3623,89061877.24639505
3624,229442.22343166932
3625,518608.3748610846
3626,14192864.134962313
3627,39783242.04737609
3628,280719399.83926845
3629,1244233.1229892157
3630,217605.72915000064
3631,36900173.118853524
3632,3236371.0337461866
3633,36583060.30681295
3634,776545.162851369
3635,653250.2733546275
3636,76355545.60392351
3637,55389.722838342364
3638,29401543.62237575
3639,136347486.86535674
3640,168550227.14494076
3641,532435.2409048651
3642,1469856.243228561
3643,4705120.328379113
3644,6208147.641654449
3645,13550806.10360592
3646,2229159.4003011812
3647,5960589.517605574
3648,3404276.7147287484
3649,8065665.821792743
3650,9931514.696823504
3651,599347452.8781186
3652,5676189.233325652
3653,146926462.68389666
3654,2468693.7047877167
3655,6305668.061827721
3656,1725502.3844659019
3657,110439.87024912162
3658,3071957.5477904435
3659,84487247.13231656
3660,202327601.1114431
3661,4307878.638771352
3662,23679771.076004073
3663,485334503.3503543
3664,1009326.75744982
3665,338545.35247411334
3666,6033456.785357534
3667,29037807.021716684
3668,6355094.0017534755
3669,3125944.361004949
3670,12379646.441944433
3671,42599423.08079815
3672,4237760.660287128
3673,112820260.48251714
3674,7980644.859559276
3675,233169614.73198843
3676,82868587.92738947
3677,3176808.406330644
3678,10490129.218931008
3679,11711025.761611737
3680,2245495.902103912
3681,1477966.0182996502
3682,119697206.21216619
3683,4566224.417118115
3684,71026715.34498139
3685,100687578.11669324
3686,17117484.928087767
3687,127989566.13738473
3688,526239.7014096356
3689,106479.16989206844
3690,64440359.93880207
3691,1851436.8682866867
3692,456689.53415094095
3693,92982947.0240125
3694,126150981.68872294
3695,55044013.19537028
3696,11542745.685357897
3697,15129034.850252744
3698,46495777.93687508
3699,6031914.482219748
3700,2772973.9113821695
3701,27077306.585805587
3702,48020.5375056959
3703,34005043.86450083
3704,38758513.87326247
3705,17383331.006596345
3706,78547700.47571525
3707,545596.1839505653
3708,13412172.18570351
3709,178163869.33108425
3710,3706975.103079812
3711,1115433.1741006298
3712,51434403.23843008
3713,8027894.112175665
3714,194896.5939262732
3715,9991447.239712603
3716,1299353.7928622433
3717,140376.58592836343
3718,9002781.788764186
3719,34501007.08110768
3720,3415565.7046142565
3721,162538.85840401132
3722,39644355.02726048
3723,489251.0690123549
3724,9142850.118510086
3725,30457453.594962835
3726,7910083.974370882
3727,82510335.35674205
3728,117565671.1943715
3729,6169937.559220422
3730,82941871.39942221
3731,105642846.8586475
3732,268457.0873625391
3733,214973850.38909724
3734,244877625.78651732
3735,36954032.05221161
3736,4409142.784062787
3737,9456843.21811231
3738,650972.4623004367
3739,2743622.574945474
3740,2701194.1543054422
3741,9132897.9334163
3742,50151986.57910517
3743,35841287.48291012
3744,119318051.73068361
3745,17962137.267426126
3746,295334720.6638832
3747,149295.65683281556
3748,3998264.096786415
3749,5875722.849284773
3750,367108.7924297882
3751,6418068.895469039
3752,1426029.334038829
3753,712998.5302972749
3754,19281132.06355364
3755,44361824.14935005
3756,1665883.55285131
3757,329862656.3306717
3758,85052631.95757955
3759,6285815.5125724245
3760,140515351.4593156
3761,14548737.366419159
3762,232105479.2299952
3763,16806188.58243192
3764,10566979.844355937
3765,2791318.1490362235
3766,1860060.2324523074
3767,19162442.545255106
3768,4210028.1599788815
3769,68872.213948395045
3770,1605150.3850492486
3771,54182827.90617451
3772,4937713.886073865
3773,5960542.750755263
3774,5743529.101658228
3775,132051326.4765228
3776,66893484.14628161
3777,551498.3338455231
3778,106078.85473055085
3779,11319916.281047799
3780,277271.7650325578
3781,21068868.743706476
3782,314688.20197375
3783,25488871.165810082
3784,2450513.0305316965
3785,447136734.19258225
3786,3761709.6846636226
3787,79175727.85643287
3788,426992173.7707833
3789,2111983.849435188
3790,613128.803671474
3791,9225000.521778855
3792,121018.59659534153
3793,85277.84388451338
3794,501428.41944050853
3795,237706874.1018066
3796,6590097.189413388
3797,5153407.735661997
3798,59979780.01435236
3799,4854402.941612859
3800,325408.4935787968
3801,25005173.54396174
3802,203744.2572477877
3803,6533863.91799491
3804,18409.60276247004
3805,293390.38667314936
3806,94524925.94087215
3807,124417.50923486774
3808,1011365.058897704
3809,19699550.62939619
3810,2992655.8351800647
3811,7217672.525150154
3812,1625944.5921323732
3813,34584.694974030695
3814,4596363.693598205
3815,34665849.088436574
3816,134746783.49927372
3817,87930148.49495701
3818,46560306.1602149
3819,13905679.807779096
3820,76786699.17542504
3821,18544685.729293786
3822,8270614.207072712
3823,6771290.317142036
3824,5274064.367997744
3825,2823593.76331722
3826,54698459.48793309
3827,67578192.39722039
3828,2792724.7213026294
3829,130422.28844695407
3830,23575265.622120354
3831,121730.4855294705
3832,134651260.07079586
3833,42681522.34383727
3834,4358189.296339958
3835,4563873.752947621
3836,2403347.9973874814
3837,19064257.22376474
3838,17243239.667516775
3839,372415.80524100974
3840,30676069.877167284
3841,1486535.889990958
3842,3971822.666258014
3843,6331487.729754109
3844,644825.9874405143
3845,65016.07065392166
3846,1881029.6810633077
3847,342735.34797028545
3848,1327202.1235509072
3849,52001650.13699559
3850,2677518.713313843
3851,42063903.515051045
3852,3530454.945666669
3853,130541950.63358796
3854,143145.3753598415
3855,403387.21084429254
3856,8583571.489781415
3857,288380047.6674738
3858,179861.5447138065
3859,5380275.289296733
3860,15882420.581395471
3861,19148334.155239772
3862,4570033.712212772
3863,48113720.47358318
3864,22657698.031440396
3865,74889070.03341036
3866,1912737.40190661
3867,15917425.2569246
3868,5339927.09706053
3869,56045857.15070862
3870,87551443.23386309
3871,311585017.9554324
3872,5529254.94121525
3873,27333498.01683714
3874,228937.1496793225
3875,41686175.33379096
3876,187748.0305661263
3877,27527724.85278031
3878,66824047.600602455
3879,332546170.7637412
3880,7368509.486377232
3881,126170.93097742522
3882,3823267.2033050647
3883,2159848.9684667685
3884,187168500.74078807
3885,3592610.1477851556
3886,14530914.480396308
3887,6249590.19486195
3888,1889622.1937534218
3889,955284.2240279645
3890,135960512.40396228
3891,4073352.7758295364
3892,192696.25824062998
3893,297363431.8545264
3894,13387579.996326247
3895,11848938.210200932
3896,23640498.557965916
3897,14486208.878433427
3898,6775651.399955782
3899,275750645.4720608
3900,7976605.065310179
3901,3093644.753838707
3902,425308.2264765056
3903,1135850.338858231
3904,7280889.045638606
3905,8219756.380148082
3906,75926250.56820346
3907,1233307.8948395383
3908,3775196.2956988947
3909,693376.0380022757
3910,10773264.954579813
3911,711892.9259021964
3912,7053737.461687536
3913,73025878.2100459
3914,14438599.185128868
3915,233841187.3907336
3916,113707.41571793042
3917,3501942.253286702
3918,4801498.286660481
3919,30541306.482608315
3920,46687133.14160059
3921,120468.88472300468
3922,27421838.269033454
3923,37075039.536948636
3924,14022104.334330445
3925,227923546.86963478
3926,1697389.7614263445
3927,71597280.76907972
3928,72790813.25632694
3929,66092472.762429975
3930,2522542.2934247977
3931,1729757.9134296011
3932,1493253.0707364096
3933,7980523.95872277
3934,34271627.525279135
3935,144724.96878230415
3936,1310503.7806191957
3937,118575314.8283798
3938,11444950.326479964
3939,51358141.96275591
3940,6523684.668654057
3941,15845474.233943883
3942,205363411.53755563
3943,861511492.5052685
3944,9640628.432941662
3945,15348842.796679256
3946,3736075.020384361
3947,88350720.99227253
3948,4017459.4267676612
3949,1348561.6431901075
3950,398949.07559878717
3951,11352762.835247368
3952,50398147.14176601
3953,55967405.52278724
3954,447289620.3357975
3955,2178007.024152465
3956,26672089.84449822
3957,1847365.2689246158
3958,691372.0370962427
3959,2714131.9353476726
3960,1206898.0022154257
3961,28471796.767195247
3962,1468224.9602798359
3963,3710242.7367205583
3964,975779836.3731432
3965,72479261.22013524
3966,12177598.991360845
3967,238983535.19563618
3968,21414812.53849719
3969,312288.12824086356
3970,20141069.044577863
3971,10280142.717327567
3972,2174642.408567279
3973,27689433.723211117
3974,5695472.46947112
3975,181528241.82945478
3976,47278304.60925201
3977,42755799.317174606
3978,182439618.23977175
3979,4317704.917971507
3980,265948.7069300769
3981,494565.6184064657
3982,4250416.532091331
3983,8639747.390814126
3984,20687471.222833518
3985,1751934.130671811
3986,779338839.3718429
3987,37084106.81070692
3988,5502540.143291252
3989,19493772.121084563
3990,20873216.656567052
3991,423222.5476268324
3992,1051150.9881472334
3993,4702955.440596773
3994,34899739.47575932
3995,49774777.18954196
3996,56392978.69458694
3997,4507806.8438094
3998,124492311.4589335
3999,7167401.460993563
4000,31146039.66826837
4001,5110202.4354380155
4002,205575862.9308441
4003,104514.16742094356
4004,72948357.0950342
4005,71497.09205675902
4006,10852639.7963269
4007,1798993.9042147337
4008,2364494.1257897005
4009,11053977.319049709
4010,503512.7838734693
4011,8143194.183426036
4012,150395513.20513493
4013,68685826.25565024
4014,196423.7322085635
4015,40138259.173268035
4016,9010754.252406849
4017,4743403.991640732
4018,37002727.25724668
4019,124733557.30352741
4020,1697997.391808994
4021,69201827.63152133
4022,11436760.005473549
4023,148242231.51567265
4024,38320583.6353146
4025,204503.09388145484
4026,55656282.15897561
4027,30237675.87529856
4028,1362429.8443322019
4029,62499.968188003455
4030,10680522.52376673
4031,95659176.03206663
4032,210738.26195362906
4033,162512.0503700268
4034,1091029.1882022491
4035,45872134.20127572
4036,722689.5224545222
4037,18797774.19835503
4038,1780353.1517419969
4039,7653753.058423641
4040,5402467.299804313
4041,515295.3433411319
4042,36239169.0040042
4043,4707417.020324535
4044,76952436.0868663
4045,20597553.352531552
4046,3939022.6011560797
4047,406448365.32638645
4048,3145191.8628892223
4049,157577.20892717212
4050,444500.65794789843
4051,482639901.7179931
4052,5376447.003303243
4053,1379436.1612780332
4054,293471.0924642762
4055,5824644.864338663
4056,3117078.734579519
4057,22657.63934918501
4058,4475431.150366006
4059,2073292.3618224147
4060,43072813.08321006
4061,172999106.96606293
4062,24976798.926034916
4063,5248329.925579125
4064,485965597.4273798
4065,54486741.32978484
4066,2345784.862457761
4067,19721948.270153686
4068,953696.3043533472
4069,9816038.158842674
4070,13747406.298443465
4071,4721775.187587209
4072,5390662.302976804
4073,152263528.13333172
4074,24829.873169944298
4075,8517328.639728177
4076,10615977.44586316
4077,166517795.32952362
4078,1952396.8894203121
4079,61720084.750848174
4080,7163168.0952154305
4081,1922069.3154627369
4082,203480700.83705923
4083,25724731.97913318
4084,182250.06689862482
4085,36398750.14164317
4086,122864174.79336606
4087,9694550.673773041
4088,33626910.31329117
4089,7283444.738512748
4090,1568715.532570982
4091,45640327.96342126
4092,18519290.034542926
4093,29355016.832816023
4094,3727057.1883951207
4095,97430433.37216856
4096,8590327.148713725
4097,31727097.434541184
4098,2407967.908444167
4099,4525795.431121997
4100,5782513.884087099
4101,26676996.305876546
4102,979451.0679634474
4103,30578313.38939487
4104,2064242.040141675
4105,490616.8578818687
4106,639514.5465821105
4107,245282.46739377975
4108,28045724.717521913
4109,254025.60322391876
4110,19442153.97202463
4111,3670556.933785444
4112,5332841.115221069
4113,2215014.2372477655
4114,66467359.45655555
4115,4016343.787800933
4116,24118114.254761014
4117,6120621.567936274
4118,15674919.492875986
4119,43524971.458958246
4120,3708441.7032181453
4121,751807.6834892972
4122,151617132.7324167
4123,1172395.4389123074
4124,32539194.19231147
4125,5483313.723995065
4126,6903375.598411839
4127,4543703.7948500365
4128,11078858.28991075
4129,2789839.3984444393
4130,2124631.371758666
4131,80462153.9806463
4132,53648124.73987501
4133,35798984.23782407
4134,2124559.3878099266
4135,11682748.79586723
4136,347531831.8927005
4137,3680559.8061601734
4138,25723034.505804963
4139,5445789.435705192
4140,1035424.2242396944
4141,3098457.2689837012
4142,49237471.65632065
4143,39954980.44509965
4144,3097731.7458212418
4145,8682190.05220671
4146,5163697.347320744
4147,223826.61681527202
4148,9803338.930516267
4149,5727529.320918479
4150,1069934.0916981294
4151,341658.808669768
4152,11305941.22044438
4153,9832374.455861205
4154,338908.28491115
4155,7036712.460553791
4156,1369243.5551668846
4157,447483.2568744667
4158,4072717.275863244
4159,76001699.70912601
4160,209917977.95100304
4161,12381713.930193195
4162,12566338.476031983
4163,165259883.0549154
4164,10105238.819657486
4165,2808282.288594987
4166,421978.2345681262
4167,14882271.727076277
4168,1597121.833858855
4169,2367986.1809874456
4170,5826882.900088288
4171,58861475.24677612
4172,18942170.204756565
4173,577159.4164131603
4174,1682348.3224926558
4175,1700220.1150583783
4176,6164281.825525212
4177,124824.19710612079
4178,314852965.8715286
4179,728258.7155679914
4180,71861687.55842206
4181,15027929.315379947
4182,2328830.622981393
4183,81159317.9773562
4184,4345661.027874316
4185,3013441.5777817955
4186,3348482.6966098556
4187,11944555.990677303
4188,10903903.859518094
4189,630146.231272447
4190,163897.9001088116
4191,990379.487747827
4192,26525.899938552866
4193,122037926.99887739
4194,73019817.90530927
4195,6472050.380867904
4196,5142893.224355762
4197,5842761.172081535
4198,630805.0063244848
4199,3458825.0494071976
4200,86229612.77395478
4201,12708690.075066844
4202,10794415.74827462
4203,4046139.9839884373
4204,22520630.04008236
4205,2703268.7578621935
4206,7287341.588345189
4207,345975236.4861936
4208,469949740.50249517
4209,2062211.4316498975
4210,69140164.0413904
4211,26849398.688493583
4212,169254222.19354382
4213,1286342.993107342
4214,18920407.68537071
4215,917232.8762680307
4216,811871.3109267526
4217,410009.517157155
4218,35569040.62254504
4219,12487059.121415311
4220,6645385.158277068
4221,325522.0180265458
4222,102396.40507984316
4223,52217429.939932466
4224,604220.3913309779
4225,23444582.412457325
4226,24370340.3268256
4227,10891769.130984755
4228,336553.0292135128
4229,44861088.47095511
4230,27939469.31049318
4231,9320937.388740359
4232,1351774.7116180223
4233,94451204.86593689
4234,16029822.194629742
4235,758047.0973494528
4236,1509783.3800148047
4237,1353129.694507419
4238,25489862.573960453
4239,136143237.01610658
4240,157625009.20052773
4241,193931214.78274938
4242,14082891.31922163
4243,718852.538821733
4244,53502427.153097354
4245,5385033.5308401445
4246,662518.292330872
4247,33948024.66479094
4248,1161182.2289053763
4249,11307109.810841331
4250,20771707.06751702
4251,2354746.324707349
4252,120448833.75719266
4253,76626787.31550972
4254,18327062.315193407
4255,37977832.00597241
4256,230395262.5481004
4257,92285206.94937566
4258,51074461.96050241
4259,362012.1593449882
